,"""cms_id""","""agency_name""","""addr1""","""addr2""","""city""","""state""","""zip""","""county""","""phone_number""","""website""","""ownership_types""","""data_source"""
283,"""M0057""","""WALGREENS #6034""","""101 GREEN SPRINGS HWY""",,"""BIRMINGHAM""","""AL""","""35209""",,"""(205) 942-3668""",,"""private""","""{suppliers}"""
284,"""M0058""","""EYE PARTNERS PC DBA DENNEY VISION""","""151 W MAIN ST""",,"""DOTHAN""","""AL""","""36301""",,"""(334) 793-2633""",,"""private""","""{suppliers}"""
285,"""M0059""","""WALMART PHARMACY 10-5744""","""7320 THEODORE DAWES RD""",,"""THEODORE""","""AL""","""36582""",,"""(251) 370-1721""",,"""private""","""{suppliers}"""
286,"""M0060""","""ORTHOSPORTS ASSOCIATES LLC""","""817 PRINCETON AVE""","""POB 2, STE 108""","""BIRMINGHAM""","""AL""","""35211""",,"""(205) 781-1950""",,"""private""","""{suppliers}"""
287,"""M0061""","""LATHAM'S PHARMACY""","""178 S MAIN ST""",,"""ARAB""","""AL""","""35016""",,"""(256) 586-4132""",,"""private""","""{suppliers}"""
288,"""M0062""","""ROTECH""","""1311 S BRUNDIDGE ST""",,"""TROY""","""AL""","""36081""",,"""(334) 566-7313""",,"""private""","""{suppliers}"""
289,"""M0063""","""PROPST DISCOUNT DRUGS INC""","""717 PRATT AVE NE""",,"""HUNTSVILLE""","""AL""","""35801""",,"""(256) 535-0997""",,"""private""","""{suppliers}"""
290,"""M0064""","""MITCHELL CANCER INSTITUTE PHARMACY""","""1660 SPRINGHILL AVENUE""","""SUITE 3069""","""MOBILE""","""AL""","""36604""",,"""(251) 410-6337""",,"""private""","""{suppliers}"""
291,"""M0065""","""ROCKET CITY VITAL CARE""","""250 CHATEAU DR SW""","""STE 112""","""HUNTSVILLE""","""AL""","""35801""",,"""(256) 970-1800""",,"""private""","""{suppliers}"""
292,"""M0066""","""WALMART PHARMACY 10-1100""","""1706 MILITARY ST S""",,"""HAMILTON""","""AL""","""35570""",,"""(205) 921-2889""",,"""private""","""{suppliers}"""
293,"""M0067""","""MOTION MEDICAL""","""2148 PELHAM PKWY""","""BLDG 600""","""PELHAM""","""AL""","""35124""",,"""(205) 982-1511""",,"""private""","""{suppliers}"""
294,"""M0068""","""PUBLIX PHARMACY #1650""","""21 SHELL RD""",,"""SARALAND""","""AL""","""36571""",,"""(251) 800-6140""",,"""private""","""{suppliers}"""
295,"""M0069""","""COOSA VALLEY RESPIRATORY & HOME MED""","""201 W FORT WILLIAMS ST""","""STE 28""","""SYLACAUGA""","""AL""","""35150""",,"""(256) 245-1411""",,"""private""","""{suppliers}"""
296,"""M0070""","""WALGREENS #7717""","""107 E MEIGHAN BLVD""",,"""GADSDEN""","""AL""","""35903""",,"""(256) 547-4719""",,"""private""","""{suppliers}"""
297,"""M0071""","""CVS PHARMACY #01822""","""21975 HWY 59""",,"""ROBERTSDALE""","""AL""","""36567""",,"""(251) 947-8602""",,"""private""","""{suppliers}"""
298,"""M0072""","""WALGREENS #19608""","""1017 RIVER FALLS ST""",,"""ANDALUSIA""","""AL""","""36420""",,"""(334) 222-9414""",,"""private""","""{suppliers}"""
299,"""M0073""","""CVS PHARMACY #04833""","""205 FIELDSTOWN RD""",,"""GARDENDALE""","""AL""","""35071""",,"""(205) 631-5638""",,"""private""","""{suppliers}"""
300,"""M0074""","""SAAD MEDICAL EQUIPMENT - UNIVERSITY""","""1515 S UNIVERSITY BLVD""",,"""MOBILE""","""AL""","""36609""",,"""(251) 343-9600""",,"""private""","""{suppliers}"""
301,"""M0075""","""CVS PHARMACY # 04957""","""312 HWY 80 EAST""",,"""DEMOPOLIS""","""AL""","""36732""",,"""(334) 289-3657""",,"""private""","""{suppliers}"""
302,"""M0076""","""ALABAMA ARTIFICIAL LIMB & ORTHOPEDI""","""1703 WESTEND CT""","""STE E""","""OPELIKA""","""AL""","""36801""",,"""(334) 737-3000""",,"""private""","""{suppliers}"""
303,"""M0077""","""EAST ALABAMA APOTHECARY CANCER CTR.""","""2501 VILLAGE PROFESSIONAL DR""","""STE 2031""","""OPELIKA""","""AL""","""36801""",,"""(334) 528-8434""",,"""private""","""{suppliers}"""
304,"""M0078""","""WALMART PHARMACY 10-0423""","""630 COLONIAL PROMENADE PKWY""",,"""ALABASTER""","""AL""","""35007""",,"""(205) 663-3411""",,"""private""","""{suppliers}"""
305,"""M0079""","""WALMART PHARMACY 10-1711""","""1600 MONTCLAIR RD""",,"""IRONDALE""","""AL""","""35210""",,"""(205) 951-0355""",,"""private""","""{suppliers}"""
306,"""M0080""","""QUALITY DISCOUNT DRUGS""","""4109 EVA RD""",,"""EVA""","""AL""","""35621""",,"""(256) 796-7131""",,"""private""","""{suppliers}"""
307,"""M0081""","""CVS PHARMACY #4870""","""1407 QUINTARD AVE""",,"""ANNISTON""","""AL""","""36201""",,"""(256) 236-3012""",,"""private""","""{suppliers}"""
308,"""M0082""","""PUBLIX PHARMACY #0842""","""784 MONTGOMERY HWY""",,"""VESTAVIA HILLS""","""AL""","""35216""",,"""(205) 824-6010""",,"""private""","""{suppliers}"""
309,"""M0083""","""CVS PHARMACY #0177""","""1888 OGLETREE RD""",,"""AUBURN""","""AL""","""36830""",,"""(334) 502-8363""",,"""private""","""{suppliers}"""
310,"""M0084""","""PAY-LESS PHARMACY EXPRESS 2""","""1517 MOULTON ST W""",,"""DECATUR""","""AL""","""35601""",,"""(256) 355-1815""",,"""private""","""{suppliers}"""
311,"""M0085""","""WALGREENS #11450""","""879 HIGHWAY 78""",,"""SUMITON""","""AL""","""35148""",,"""(205) 648-8420""",,"""private""","""{suppliers}"""
312,"""M0086""","""LINCARE""","""930 KEITH AVE""",,"""ANNISTON""","""AL""","""36207""",,"""(256) 240-7215""",,"""private""","""{suppliers}"""
313,"""M0087""","""WINN DIXIE PHARMACY 591""","""9948 AIRPORT BLVD""",,"""MOBILE""","""AL""","""36608""",,"""(251) 639-1788""",,"""private""","""{suppliers}"""
314,"""M0088""","""CVS PHARMACY #04945""","""51 S GREENO RD""",,"""FAIRHOPE""","""AL""","""36532""",,"""(251) 928-3241""",,"""private""","""{suppliers}"""
315,"""M0089""","""WINN DIXIE PHARMACY #526""","""13620 HIGHWAY 43 N""",,"""NORTHPORT""","""AL""","""35475""",,"""(205) 333-0678""",,"""private""","""{suppliers}"""
316,"""M0090""","""DOUGLAS DISCOUNT PHARMACY INC""","""9461 AL HIGHWAY 75""",,"""HORTON""","""AL""","""35980""",,"""(256) 593-1750""",,"""private""","""{suppliers}"""
317,"""M0091""","""WALGREENS #11469""","""9325 PARKWAY E""",,"""BIRMINGHAM""","""AL""","""35215""",,"""(205) 833-6882""",,"""private""","""{suppliers}"""
318,"""M0092""","""BIRMINGHAM VASCULAR ASSOCIATES PC""","""1021 MONTGOMERY HWY""","""STE 206""","""VESTAVIA HILLS""","""AL""","""35216""",,"""(205) 423-2495""",,"""private""","""{suppliers}"""
319,"""M0093""","""PUBLIX PHARMACY #0045""","""1605 BELTLINE RD SW""",,"""DECATUR""","""AL""","""35601""",,"""(256) 301-6411""",,"""private""","""{suppliers}"""
320,"""M0094""","""CVS PHARMACY #08362""","""7101 COTTAGE HILL RD""",,"""MOBILE""","""AL""","""36695""",,"""(251) 631-3623""",,"""private""","""{suppliers}"""
321,"""M0095""","""MK INFUSION PHARMACY""","""307 W STATE ST""",,"""MUSCLE SHOALS""","""AL""","""35661""",,"""(256) 320-7611""",,"""private""","""{suppliers}"""
322,"""M0096""","""WALGREENS #17115""","""3065 DAUPHIN ST""",,"""MOBILE""","""AL""","""36606""",,"""(251) 479-9486""",,"""private""","""{suppliers}"""
323,"""M0097""","""HCS HEALTH CARE SOLULTIONS""","""6161 RANGELINE RD""","""STE G""","""THEODORE""","""AL""","""36582""",,"""(251) 443-6233""",,"""private""","""{suppliers}"""
324,"""M0098""","""EYE CARE ASSOCIATES INC""","""3099 ALLISON BONNETT MEMORIAL DR""",,"""HUEYTOWN""","""AL""","""35023""",,"""(205) 491-8755""",,"""private""","""{suppliers}"""
325,"""M0099""","""CVS PHARMACY # 04849""","""2608 W MEIGHAN BLVD""",,"""GADSDEN""","""AL""","""35904""",,"""(256) 543-9709""",,"""private""","""{suppliers}"""
326,"""M0100""","""WATSON RX SOLUTIONS""","""1106 BRADSHAW DR""",,"""FLORENCE""","""AL""","""35630""",,"""(256) 246-2433""",,"""private""","""{suppliers}"""
327,"""M0101""","""FAIRFAX DRUG COMPANY""","""89 TRAMMELL BLOCK""",,"""VALLEY""","""AL""","""36854""",,"""(334) 756-2305""",,"""private""","""{suppliers}"""
328,"""M0102""","""BAY HOME MEDICAL SERVICES INC""","""910 NICHOLS AVE""",,"""FAIRHOPE""","""AL""","""36532""",,"""(251) 990-3941""",,"""private""","""{suppliers}"""
329,"""M0103""","""PREMIER HEALTH MANAGEMENT INC""","""2880 DAUPHIN ST""",,"""MOBILE""","""AL""","""36606""",,"""(251) 473-1900""",,"""private""","""{suppliers}"""
330,"""M0104""","""GERICARE MEDICAL SUPPLY INC""","""521 WHETSTONE ST""",,"""MONROEVILLE""","""AL""","""36460""",,"""(251) 743-3844""",,"""private""","""{suppliers}"""
331,"""M0105""","""PUBLIX PHARMACY #1629""","""2286 ZIERDT RD SW""",,"""HUNTSVILLE""","""AL""","""35824""",,"""(256) 258-5997""",,"""private""","""{suppliers}"""
332,"""M0106""","""CVS PHARMACY # 04964""","""2901 MORGAN RD SE""",,"""BESSEMER""","""AL""","""35022""",,"""(205) 425-1837""",,"""private""","""{suppliers}"""
333,"""M0107""","""SONG EYE CENTER""","""1100 MEDICAL CENTER PKWY""",,"""SELMA""","""AL""","""36701""",,"""(334) 874-8787""",,"""private""","""{suppliers}"""
334,"""M0108""","""WINN-DIXIE PHARMACY #478""","""1055 S EUFAULA AVE""",,"""EUFAULA""","""AL""","""36027""",,"""(334) 687-8781""",,"""private""","""{suppliers}"""
335,"""M0109""","""DOWNEY MEDICAL""","""317 E 10TH ST""",,"""ANNISTON""","""AL""","""36207""",,"""(256) 238-8991""",,"""private""","""{suppliers}"""
336,"""M0110""","""KING DRUG COMPANY INC""","""7 N BROAD ST""",,"""SAMSON""","""AL""","""36477""",,"""(334) 898-2115""",,"""private""","""{suppliers}"""
337,"""M0111""","""ALABAMA ARTIFICIAL LIMB & ORTHOPEDI""","""720 ALABAMA AVE""",,"""SELMA""","""AL""","""36701""",,"""(334) 875-9790""",,"""private""","""{suppliers}"""
338,"""M0112""","""OAKLEIGH RESPIRATORY CARE""","""34327 US HIGHWAY 31""",,"""STAPLETON""","""AL""","""36578""",,"""(251) 937-7009""",,"""private""","""{suppliers}"""
339,"""M0113""","""WALGREENS #11099""","""2381 HELENA RD""",,"""HELENA""","""AL""","""35080""",,"""(205) 663-5574""",,"""private""","""{suppliers}"""
340,"""M0114""","""EXPRESS HEALTHCARE INC""","""1219 N MCKENZIE ST""",,"""FOLEY""","""AL""","""36535""",,"""(251) 943-0707""",,"""private""","""{suppliers}"""
341,"""M0115""","""PROFESSIONAL HEALTH CARE SERVICES""","""14965 STATE HIGHWAY 59""","""STE 102""","""FOLEY""","""AL""","""36535""",,"""(251) 928-4922""",,"""private""","""{suppliers}"""
342,"""M0116""","""CVS PHARMACY # 04843""","""434 HIGHWAY 31 S""",,"""WARRIOR""","""AL""","""35180""",,"""(205) 647-4441""",,"""private""","""{suppliers}"""
343,"""M0117""","""MEDICAL NECESSITIES""","""1305 MULBERRY ST""",,"""MONTGOMERY""","""AL""","""36106""",,"""(334) 265-5337""",,"""private""","""{suppliers}"""
344,"""M0118""","""JMS HEALTH SERVICES LLC""","""1722 PINE ST""",,"""MONTGOMERY""","""AL""","""36106""",,"""(334) 262-5333""",,"""private""","""{suppliers}"""
345,"""M0119""","""WINN DIXIE PHARMACY # 461""","""465 MAIN ST""",,"""TRUSSVILLE""","""AL""","""35173""",,"""(205) 661-1110""",,"""private""","""{suppliers}"""
346,"""M0120""","""ELROD MOBILITY""","""1930 3RD AVE N""",,"""BESSEMER""","""AL""","""35020""",,"""(205) 424-5858""",,"""private""","""{suppliers}"""
347,"""M0121""","""CLAY COUNTY HOSPITAL DME""","""57 FLOYD SPRINGS RD""",,"""ASHLAND""","""AL""","""36251""",,"""(256) 354-2509""",,"""private""","""{suppliers}"""
348,"""M0122""","""WALGREENS #12056""","""5271 ROSS BRIDGE PKWY""",,"""HOOVER""","""AL""","""35226""",,"""(205) 988-9013""",,"""private""","""{suppliers}"""
349,"""M0123""","""WALGREENS #17346""","""1615 MONTGOMERY HWY""",,"""VESTAVIA HILLS""","""AL""","""35216""",,"""(205) 823-6091""",,"""private""","""{suppliers}"""
350,"""M0124""","""CVS PHARMACY # 04904""","""3030 INDEPENDENCE DR""",,"""HOMEWOOD""","""AL""","""35209""",,"""(205) 871-9673""",,"""private""","""{suppliers}"""
351,"""M0125""","""SAMS PHARMACY 10-4724""","""3053 JOHN HAWKINS PKWY""",,"""HOOVER""","""AL""","""35244""",,"""(205) 982-0982""",,"""private""","""{suppliers}"""
352,"""M0126""","""CLEBURNE PHARMACY""","""875 ROSS ST""",,"""HEFLIN""","""AL""","""36264""",,"""(256) 463-2197""",,"""private""","""{suppliers}"""
353,"""M0127""","""CVS PHARMACY #05316""","""12275 HIGHWAY 231 431 N""",,"""MERIDIANVILLE""","""AL""","""35759""",,"""(256) 828-8550""",,"""private""","""{suppliers}"""
354,"""M0128""","""WALMART PHARMACY 100715""","""1501 SKYLAND BLVD E""",,"""TUSCALOOSA""","""AL""","""35405""",,"""(205) 345-4047""",,"""private""","""{suppliers}"""
355,"""M0129""","""WALMART PHARMACY 10-0375""","""3031 MEMORIAL PKWY SW""",,"""HUNTSVILLE""","""AL""","""35801""",,"""(256) 536-0315""",,"""private""","""{suppliers}"""
356,"""M0130""","""ORTHOTIC & PROSTHETIC CENTER OF DAP""","""9808 MILLWOOD CIR""","""STE A""","""DAPHNE""","""AL""","""36527""",,"""(251) 338-3488""",,"""private""","""{suppliers}"""
357,"""M0131""","""AMG PHARMACY INC""","""3200 16TH ST N""",,"""BIRMINGHAM""","""AL""","""35207""",,"""(205) 325-7002""",,"""private""","""{suppliers}"""
358,"""M0132""","""CVS PHARMACY # 04905""","""240 HIGHWAY 31 SW""","""STE 11""","""HARTSELLE""","""AL""","""35640""",,"""(256) 773-1768""",,"""private""","""{suppliers}"""
359,"""M0133""","""WALMART PHARMACY 10-1620""","""2578 DOUGLAS AVE""",,"""BREWTON""","""AL""","""36426""",,"""(251) 867-5358""",,"""private""","""{suppliers}"""
360,"""M0134""","""HANGER CLINIC""","""922 13TH ST E""","""STE 1""","""TUSCALOOSA""","""AL""","""35404""",,"""(205) 366-0400""",,"""private""","""{suppliers}"""
361,"""M0135""","""WALGREENS #6800""","""703 S MEMORIAL DR""",,"""PRATTVILLE""","""AL""","""36067""",,"""(334) 361-2261""",,"""private""","""{suppliers}"""
362,"""M0136""","""MEDICAL ARTS APOTHECARY""","""124 7TH ST SW""",,"""CULLMAN""","""AL""","""35055""",,"""(256) 734-4933""",,"""private""","""{suppliers}"""
363,"""M0137""","""WALGREENS #9427""","""3340 PELHAM PKWY""",,"""PELHAM""","""AL""","""35124""",,"""(205) 664-8027""",,"""private""","""{suppliers}"""
364,"""M0138""","""MEDLOGIC ANNISTON INC""","""826 LEIGHTON AVE""",,"""ANNISTON""","""AL""","""36207""",,"""(256) 403-1151""",,"""private""","""{suppliers}"""
365,"""M0139""","""PUBLIX PHARMACY #0882""","""410 DOUG BAKER BLVD""",,"""BIRMINGHAM""","""AL""","""35242""",,"""(205) 981-7420""",,"""private""","""{suppliers}"""
366,"""M0140""","""SHELTON PHARMACY""","""37177 US HIGHWAY 231""","""STE 4""","""ASHVILLE""","""AL""","""35953""",,"""(205) 594-3160""",,"""private""","""{suppliers}"""
367,"""M0141""","""DYNASPLINT SYSTEMS INC""","""3259 AL HIGHWAY 157""",,"""CULLMAN""","""AL""","""35058""",,"""(800) 638-6771""",,"""private""","""{suppliers}"""
368,"""M0142""","""WALMART 100731""","""969 US HIGHWAY 80 W""",,"""DEMOPOLIS""","""AL""","""36732""",,"""(334) 289-9897""",,"""private""","""{suppliers}"""
369,"""M0143""","""EYE CARE ASSOCIATES INC""","""7880 MADISON PIKE""",,"""MADISON""","""AL""","""35758""",,"""(256) 772-8711""",,"""private""","""{suppliers}"""
370,"""M0144""","""WALMART PHARMACY 10-0433""","""2200 SPARKMAN DR NW""",,"""HUNTSVILLE""","""AL""","""35810""",,"""(256) 852-1323""",,"""private""","""{suppliers}"""
371,"""M0145""","""WALMART PHARMACY 10-0287""","""1801 HIGHWAY 78 E""",,"""JASPER""","""AL""","""35501""",,"""(205) 221-5110""",,"""private""","""{suppliers}"""
372,"""M0146""","""NATIONAL SEATING & MOBILITY INC""","""854 LAKESIDE DR""","""STE B""","""MOBILE""","""AL""","""36693""",,"""(251) 473-2725""",,"""private""","""{suppliers}"""
373,"""M0147""","""WAL MART PHARMACY 10-1101""","""4538 US HIGHWAY 231""",,"""WETUMPKA""","""AL""","""36092""",,"""(334) 567-3077""",,"""private""","""{suppliers}"""
374,"""M0148""","""CVS PHARMACY # 04907""","""1001 PELHAM RD S""",,"""JACKSONVILLE""","""AL""","""36265""",,"""(256) 435-2095""",,"""private""","""{suppliers}"""
375,"""M0149""","""WALMART PHARMACY 10-5100""","""1916 CENTER POINT PKWY""",,"""CENTER POINT""","""AL""","""35215""",,"""(205) 520-5535""",,"""private""","""{suppliers}"""
376,"""M0150""","""CLINIC PHARMACY""","""751 PLEASANT ROW NW""",,"""HUNTSVILLE""","""AL""","""35816""",,"""(256) 533-6311""",,"""private""","""{suppliers}"""
377,"""M0151""","""ANCHOR MEDICAL EQUIPMENT AND SUPPLI""","""14060 S WINTZELL AVE""","""STE A""","""BAYOU LA BATRE""","""AL""","""36509""",,"""(228) 363-0500""",,"""private""","""{suppliers}"""
378,"""M0152""","""LENSCRAFTERS #768""","""1701 MCFARLAND BLVD E""","""STE 100""","""TUSCALOOSA""","""AL""","""35404""",,"""(205) 553-1800""",,"""private""","""{suppliers}"""
379,"""M0153""","""PAYLESS PHARMACY""","""1206 7TH ST SE""",,"""DECATUR""","""AL""","""35601""",,"""(256) 353-5011""",,"""private""","""{suppliers}"""
380,"""M0154""","""COASTAL PHARMACY""","""29653 ANCHOR CROSS BLVD""","""# A-101""","""DAPHNE""","""AL""","""36526""",,"""(251) 607-5061""",,"""private""","""{suppliers}"""
381,"""M0155""","""WALGREENS #17398""","""4880 US HIGHWAY 78 W""",,"""OXFORD""","""AL""","""36203""",,"""(256) 831-7726""",,"""private""","""{suppliers}"""
382,"""M0156""","""NUMOTION""","""102 OXMOOR RD""","""STE 126""","""BIRMINGHAM""","""AL""","""35209""",,"""(205) 833-0284""",,"""private""","""{suppliers}"""
383,"""M0157""","""CVS PHARMACY #04860""","""101 BASKIN ST N""",,"""UNION SPRINGS""","""AL""","""36089""",,"""(334) 738-3153""",,"""private""","""{suppliers}"""
384,"""M0158""","""CVS PHARMACY #02505""","""93 EUCLID AVE""",,"""MOUNTAIN BROOK""","""AL""","""35213""",,"""(205) 871-2151""",,"""private""","""{suppliers}"""
385,"""M0159""","""COMPLETE MEDICAL INC""","""300 SOUTHSIDE AVE""",,"""GADSDEN""","""AL""","""35901""",,"""(256) 549-0450""",,"""private""","""{suppliers}"""
386,"""M0160""","""NORTH BALDWIN FAMILY PHARMACY""","""2012 HAND AVE""",,"""BAY MINETTE""","""AL""","""36507""",,"""(251) 937-9623""",,"""private""","""{suppliers}"""
387,"""M0161""","""AVALON PHARMACY, INC""","""2400 AVALON AVE""",,"""MUSCLE SHOALS""","""AL""","""35661""",,"""(256) 314-1001""",,"""private""","""{suppliers}"""
388,"""M0162""","""DAWSON'S VISION CENTER""","""600 LEIGHTON AVE""",,"""ANNISTON""","""AL""","""36207""",,"""(256) 238-8718""",,"""private""","""{suppliers}"""
389,"""M0163""","""RITCH'S PHARMACY""","""2714 CAHABA RD""",,"""MOUNTAIN BRK""","""AL""","""35223""",,"""(205) 871-1141""",,"""private""","""{suppliers}"""
390,"""M0164""","""WALGREENS #10981""","""101 US HIGHWAY 31 N""",,"""ATHENS""","""AL""","""35611""",,"""(256) 230-2799""",,"""private""","""{suppliers}"""
391,"""M0165""","""HANGER CLINIC""","""19484 GREENO RD""",,"""FAIRHOPE""","""AL""","""36532""",,"""(251) 990-4040""",,"""private""","""{suppliers}"""
392,"""M0166""","""CVS PHARMACY #02899""","""25761 PERDIDO BEACH BLVD""",,"""ORANGE BEACH""","""AL""","""36561""",,"""(251) 974-1590""",,"""private""","""{suppliers}"""
393,"""M0167""","""EYECARE ASSOCIATES, INC.""","""828 S BROAD ST""",,"""SCOTTSBORO""","""AL""","""35768""",,"""(256) 259-4115""",,"""private""","""{suppliers}"""
394,"""M0168""","""CVS PHARMACY # 04871""","""632 TUSCALOOSA AVE SW""",,"""BIRMINGHAM""","""AL""","""35211""",,"""(205) 781-8495""",,"""private""","""{suppliers}"""
395,"""M0169""","""GEM FOOTCARE SOLUTIONS, LLC""","""301 S QUINTARD AVE""",,"""ANNISTON""","""AL""","""36201""",,"""(256) 236-5937""",,"""private""","""{suppliers}"""
396,"""M0170""","""CAREPLUS CVS/PHARMACY # 2909""","""1521 4TH S AVE""",,"""BIRMINGHAM""","""AL""","""35233""",,"""(800) 598-8053""",,"""private""","""{suppliers}"""
397,"""M0171""","""PUBLIX PHARMACY #1756""","""9515 VAUGHN RD""",,"""PIKE ROAD""","""AL""","""36064""",,"""(334) 777-5851""",,"""private""","""{suppliers}"""
398,"""M0172""","""SCOTTSBORO FAMILY PHARMACY LLC""","""201 VETERANS DR""","""STE 101""","""SCOTTSBORO""","""AL""","""35768""",,"""(256) 259-9300""",,"""private""","""{suppliers}"""
399,"""M0173""","""HUNTSVILLE HOSPITAL HOME MEDICAL EQ""","""600 ST CLAIR AVENUE""","""BLDG 7 STE 15""","""HUNTSVILLE""","""AL""","""35801""",,"""(256) 883-0505""",,"""private""","""{suppliers}"""
400,"""M0174""","""WALMART PHARMACY 10-5348""","""851 ANN ST""",,"""MONTGOMERY""","""AL""","""36107""",,"""(334) 223-7181""",,"""private""","""{suppliers}"""
401,"""M0175""","""BUY-RITE DRUGS # 13""","""542 S EUFAULA AVE""",,"""EUFAULA""","""AL""","""36027""",,"""(334) 687-0021""",,"""private""","""{suppliers}"""
402,"""M0176""","""CVS PHARMACY #04815""","""215 US HIGHWAY 31 S""",,"""ATHENS""","""AL""","""35611""",,"""(256) 233-0514""",,"""private""","""{suppliers}"""
403,"""M0177""","""ROTECH""","""1986 AIRPORT BLVD""",,"""ALEXANDER CITY""","""AL""","""35010""",,"""(256) 234-0873""",,"""private""","""{suppliers}"""
404,"""M0178""","""EYE CARE ALABAMA INC""","""801 MEMORIAL DR""",,"""PIEDMONT""","""AL""","""36272""",,"""(256) 447-6413""",,"""private""","""{suppliers}"""
405,"""M0179""","""ROCKY'S DRUG & MERCANTILE""","""13170 MOFFETT RD""",,"""WILMER""","""AL""","""36587""",,"""(251) 645-4000""",,"""private""","""{suppliers}"""
406,"""M0180""","""WALGREENS #7405""","""2940 W MAIN ST""",,"""DOTHAN""","""AL""","""36305""",,"""(334) 677-6149""",,"""private""","""{suppliers}"""
407,"""M0181""","""CVS PHARMACY #04973""","""7 CAMDEN BYP""",,"""CAMDEN""","""AL""","""36726""",,"""(334) 682-2900""",,"""private""","""{suppliers}"""
408,"""M0182""","""KROGER PHARMACY""","""1401 S GILMER AVE""",,"""LANETT""","""AL""","""36863""",,"""(334) 642-6888""",,"""private""","""{suppliers}"""
409,"""M0183""","""MEDLOGIC BIRMINGHAM INC""","""157 RESOURCE CENTER PKWY""","""STE 101""","""BIRMINGHAM""","""AL""","""35242""",,"""(205) 783-5110""",,"""private""","""{suppliers}"""
410,"""M0184""","""PUBLIX PHARMACY #0209""","""12796 BAILEY COVE RD SE""",,"""HUNTSVILLE""","""AL""","""35803""",,"""(256) 885-2161""",,"""private""","""{suppliers}"""
411,"""M0185""","""NEIGHBORHOOD CPAP""","""702 LOGAN RD""",,"""CLANTON""","""AL""","""35045""",,"""(205) 258-5488""",,"""private""","""{suppliers}"""
412,"""M0186""","""PUBLIX PHARMACY #1391""","""2040 MARTIN STREET SOUTH""",,"""PELL CITY""","""AL""","""35128""",,"""(205) 338-4081""",,"""private""","""{suppliers}"""
413,"""M0187""","""WALMART PHARMACY 10-4580""","""1300 MONTGOMERY HWY""",,"""VESTAVIA HILLS""","""AL""","""35216""",,"""(205) 822-6022""",,"""private""","""{suppliers}"""
414,"""M0188""","""ALABAMA ORTHOTICS & PROSTHETICS INC""","""1021 6TH AVE SE""",,"""DECATUR""","""AL""","""35601""",,"""(256) 308-0200""",,"""private""","""{suppliers}"""
415,"""M0189""","""CHEROKEE EYE CLINIC PC""","""280 W MAIN ST""",,"""CENTRE""","""AL""","""35960""",,"""(256) 927-4030""",,"""private""","""{suppliers}"""
416,"""M0190""","""WALMART PHARMACY 10-1057""","""2190 GILMER AVE""",,"""TALLASSEE""","""AL""","""36078""",,"""(334) 991-3207""",,"""private""","""{suppliers}"""
417,"""M0191""","""TEAM ADAPTIVE, INC.""","""1251 BOLTON BRANCH DR""",,"""MOBILE""","""AL""","""36606""",,"""(251) 471-1088""",,"""private""","""{suppliers}"""
418,"""M0192""","""@ HOME MEDICAL INC""","""324 SAINT LUKES DR""",,"""MONTGOMERY""","""AL""","""36117""",,"""(334) 274-0088""",,"""private""","""{suppliers}"""
419,"""M0193""","""CVS PHARMACY # 04897""","""155 BIRMINGHAM RD""","""STE 114""","""CENTREVILLE""","""AL""","""35042""",,"""(205) 926-4654""",,"""private""","""{suppliers}"""
420,"""M0194""","""NEW HOPE FAMILY PHARMACY""","""10155 HIGHWAY 431 S""",,"""NEW HOPE""","""AL""","""35760""",,"""(256) 723-4112""",,"""private""","""{suppliers}"""
421,"""M0195""","""MOORE EYE CLINIC""","""631 HELEN KELLER BLVD""","""STE 100""","""TUSCALOOSA""","""AL""","""35404""",,"""(205) 758-1966""",,"""private""","""{suppliers}"""
422,"""M0196""","""LINCARE INC""","""625 MEDICAL CENTER PKWY""","""STE B""","""SELMA""","""AL""","""36701""",,"""(334) 872-9721""",,"""private""","""{suppliers}"""
423,"""M0197""","""PHYSICIANS HOME HEALTH SUPERSTORE""","""205 BROAD ST""",,"""GADSDEN""","""AL""","""35901""",,"""(256) 546-8820""",,"""private""","""{suppliers}"""
424,"""M0198""","""ORTHOSPORTS ASSOCIATES LLC""","""2010 PATTON CHAPEL RD""","""STE 100""","""HOOVER""","""AL""","""35216""",,"""(205) 783-5511""",,"""private""","""{suppliers}"""
425,"""M0199""","""PUBLIX PHARMACY #1726""","""417 JOHN HENRY WAY""",,"""MADISON""","""AL""","""35757""",,"""(256) 361-2991""",,"""private""","""{suppliers}"""
426,"""M0200""","""WINN DIXIE PHARMACY 473""","""9082 MOFFETT RD""",,"""SEMMES""","""AL""","""36575""",,"""(251) 649-0663""",,"""private""","""{suppliers}"""
427,"""M0201""","""WALMART PHARMACY 10-4318""","""145 KELLEY BLVD""",,"""MILLBROOK""","""AL""","""36054""",,"""(334) 285-0322""",,"""private""","""{suppliers}"""
428,"""M0202""","""ABSOLUTE RESPIRATORY CARE""","""206 BAY ST""",,"""GADSDEN""","""AL""","""35901""",,"""(256) 467-4608""",,"""private""","""{suppliers}"""
429,"""M0203""","""UAHSF, ORTHOTICS & PROSTHETICS LAB""","""1717 6TH AVENUE SOUTH""",,"""BIRMINGHAM""","""AL""","""35233""",,"""(205) 934-3531""",,"""private""","""{suppliers}"""
